Verkäufe,Gewicht,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
2783.7098,NA,Low Fat,0.037449987,Baking Goods,76.7354,Supermarket Type3
792.302,11.1,Low Fat,0.294948897,Baking Goods,159.0604,Grocery Store
2376.906,11.35,Regular,0.005525913,Fruits and Vegetables,168.279,Supermarket Type1
768.999,9.195,Regular,0.04712061,Frozen Foods,53.1666,Supermarket Type1
316.9208,NA,Low Fat,0.162248011,Household,160.4604,Grocery Store
3962.8416,18.85,Low Fat,0.090867297,Hard Drinks,127.3336,Supermarket Type1
6723.2484,8,Regular,0.030264897,Breads,250.3092,Supermarket Type1
701.7532,19.1,Low Fat,0.067295406,Household,41.9796,Supermarket Type1
1071.938,NA,Low Fat,0.02827966,Dairy,152.234,Supermarket Type3
767.0016,NA,Low Fat,0.020388413,Household,44.4112,Supermarket Type3
3159.8868,NA,Low Fat,0.027644732,Baking Goods,149.4708,Supermarket Type3
652.484,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,Supermarket Type1
2884.2456,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,Supermarket Type1
4828.3816,NA,Regular,0.059438787,Fruits and Vegetables,130.9968,Supermarket Type3
3520.0846,17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,Supermarket Type1
906.8196,NA,Low Fat,0.015693328,Snack Foods,150.7366,Supermarket Type3
4376.9692,NA,Low Fat,0.057850699,Snack Foods,113.2834,Supermarket Type3
639.168,8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,Supermarket Type1
3162.55,6.775,Low Fat,0.105225964,Household,84.225,Supermarket Type1
2633.9048,16.25,Low Fat,0.039207025,Household,116.1176,Supermarket Type1
1054.6272,19.85,Low Fat,0.044489064,Dairy,89.4856,Supermarket Type1
3781.744,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,Supermarket Type1
638.5022,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,Supermarket Type1
593.2278,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,Supermarket Type2
115.1834,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,Grocery Store
1959.4494,6.71,Low Fat,0.03565903,Breads,218.3166,Supermarket Type1
1840.937,8.945,Regular,0.087629354,Dairy,263.491,Supermarket Type1
750.3566,12.65,Low Fat,0,Meat,107.8938,Supermarket Type1
750.3566,15,Low Fat,0.154228739,Starchy Foods,107.3938,Supermarket Type1
7685.9952,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,Supermarket Type1
1768.3648,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,Supermarket Type1
3472.147,NA,Low Fat,0,Health and Hygiene,100.8042,Supermarket Type3
540.6296,5.765,Low Fat,0.082178616,Baking Goods,37.0164,Supermarket Type1
1596.5884,8.315,Regular,0.035542581,Baking Goods,143.3444,Supermarket Type1
1024.6662,6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,Supermarket Type1
205.0664,14.5,Regular,0.128235818,Baking Goods,104.1332,Supermarket Type1
6096.0648,15.1,low fat,0.0552059,Fruits and Vegetables,219.4166,Supermarket Type1
3289.052,17.25,Low Fat,0.037337632,Soft Drinks,163.7526,Supermarket Type2
699.09,13,low fat,0.099242622,Household,46.306,Supermarket Type1
6207.9192,NA,Regular,0.030143704,Snack Foods,222.0114,Supermarket Type3
3950.1914,12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,Supermarket Type1
1331.6,7.975,Low Fat,0.014628382,Baking Goods,82.325,Supermarket Type1
3062.0142,10.895,Regular,0.032454046,Frozen Foods,144.8102,Supermarket Type1
4294.41,9.17,Low Fat,0.102978817,Baking Goods,144.947,Supermarket Type1
399.48,16.2,Low Fat,0.105498192,Canned,101.47,Grocery Store
739.038,14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,Supermarket Type1
101.2016,NA,Low Fat,0.009585169,Frozen Foods,102.5016,Grocery Store
4042.7376,6.985,Regular,0.137926458,Meat,184.7608,Supermarket Type2
2764.4016,17.7,Low Fat,0,Fruits and Vegetables,115.0834,Supermarket Type1
339.558,16.1,Regular,0,Frozen Foods,35.1558,Supermarket Type1
3089.9778,14.75,Low Fat,0.033076388,Health and Hygiene,237.2906,Supermarket Type1
1231.73,12.15,Low Fat,0.006770252,Others,124.473,Supermarket Type1
109.857,NA,Low Fat,0.142393355,Others,36.419,Grocery Store
892.172,18.5,Low Fat,0.025813943,Meat,89.1172,Supermarket Type1
5049.4272,12.15,Low Fat,0.015548178,Frozen Foods,211.2928,Supermarket Type1
1018.674,16.1,Regular,0.159698192,Frozen Foods,32.0558,Supermarket Type1
2540.6928,20.6,Regular,0.030634813,Dairy,212.9244,Supermarket Type2
3215.814,17.6,Low Fat,0.074522745,Household,228.801,Supermarket Type1
135.8232,NA,Regular,0.145200948,Frozen Foods,35.4558,Grocery Store
3089.9778,5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,Supermarket Type1
2836.308,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,Supermarket Type1
703.0848,12.85,Low Fat,0.121702394,Snack Foods,42.7428,Supermarket Type1
2527.3768,13.6,Low Fat,0.117613212,Snack Foods,194.2136,Supermarket Type1
282.2992,9.8,Regular,0.045258247,Baking Goods,35.9874,Supermarket Type1
679.116,15,Low Fat,0.058485617,Snack Foods,44.7744,Supermarket Type1
6528.169,NA,Low Fat,0.00994477,Household,177.837,Supermarket Type3
2586.633,NA,Regular,0.087894475,Snack Foods,121.173,Supermarket Type3
790.9704,16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,Grocery Store
272.978,NA,Low Fat,0.198316649,Baking Goods,54.3956,Grocery Store
1091.912,7.05,LF,0.084949955,Snack Foods,109.7912,Supermarket Type1
1158.492,20.1,Regular,0.054549098,Fruits and Vegetables,193.782,Supermarket Type1
5327.0658,19.6,Low Fat,0.094545236,Household,254.7698,Supermarket Type2
4288.4178,16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,Supermarket Type1
4119.9704,13.15,Low Fat,0.092811105,Household,159.7604,Supermarket Type1
4566.7222,12.65,Regular,0.156679617,Fruits and Vegetables,238.8538,Supermarket Type2
1750.3882,14.5,Regular,0.09735225,Snack Foods,160.7262,Supermarket Type1
1006.6896,17.75,Low Fat,0.076113671,Baking Goods,111.4544,Supermarket Type1
1435.4648,14,Low Fat,0.023783007,Baking Goods,104.0332,Supermarket Type1
3903.5854,NA,Low Fat,0.114771298,Frozen Foods,93.9094,Supermarket Type3
4685.9004,9.895,Regular,0.048662357,Frozen Foods,261.7278,Supermarket Type1
111.1886,10.195,Low Fat,0.211539389,Canned,110.9886,Grocery Store
2596.62,18.25,Low Fat,0.044430561,Hard Drinks,174.208,Supermarket Type2
41.2796,6.4,Low Fat,0.141860161,Frozen Foods,41.0796,Grocery Store
1999.3974,5.88,Low Fat,0,Frozen Foods,154.2998,Supermarket Type1
2707.1428,6.895,Low Fat,0.022441883,Meat,143.8812,Supermarket Type1
1427.4752,20.5,Low Fat,0.142370445,Starchy Foods,90.6172,Supermarket Type2
191.0846,14.8,Low Fat,0.13564792,Meat,190.8846,Grocery Store
3819.0288,17.75,Low Fat,0.014602837,Fruits and Vegetables,158.6262,Supermarket Type1
47.9376,18.6,Regular,0.28701714,Meat,48.8376,Grocery Store
1444.786,12.5,low fat,0.031112643,Fruits and Vegetables,104.999,Supermarket Type1
5275.7992,19,Regular,0.065621523,Fruits and Vegetables,186.5214,Supermarket Type1
985.384,8.26,Regular,0.032573725,Soft Drinks,125.073,Supermarket Type2
1065.28,9.06,Low Fat,0.009776268,Others,213.756,Supermarket Type1
926.7936,9.195,Low Fat,0.115353642,Frozen Foods,58.9246,Supermarket Type2
2768.3964,NA,Low Fat,0.110901004,Snack Foods,155.0998,Supermarket Type3
2841.6344,5.945,Low Fat,0.093214866,Household,129.1652,Supermarket Type1
3020.0688,NA,Regular,0,Breads,84.5908,Supermarket Type3
5797.7864,13.35,Regular,0.014649641,Canned,207.3638,Supermarket Type1
4012.7766,12.65,Regular,0.07603021,Frozen Foods,189.0846,Supermarket Type1
2929.52,12.15,Regular,0.042855388,Meat,181.695,Supermarket Type2
191.0846,NA,Regular,0.133144259,Frozen Foods,190.8846,Grocery Store
2157.192,20.85,Low Fat,0.032580705,Baking Goods,180.066,Supermarket Type2
4965.5364,18.25,Low Fat,0,Frozen Foods,224.1062,Supermarket Type2
2848.9582,11.3,Regular,0.066865326,Frozen Foods,260.1962,Supermarket Type1
6145.334,17.6,Low Fat,0.018943666,Health and Hygiene,237.359,Supermarket Type1
1960.781,5.88,Regular,0.030371121,Frozen Foods,101.799,Supermarket Type2
790.9704,NA,Regular,0.132630345,Baking Goods,263.8568,Grocery Store
367.5216,21.25,Low Fat,0.01001904,Meat,184.6608,Supermarket Type1
1821.6288,20.2,Regular,0.121254236,Snack Foods,94.5752,Supermarket Type1
1737.738,9.8,Regular,0.063764099,Fruits and Vegetables,113.8492,Supermarket Type1
2241.7486,16.6,Low Fat,0.136286138,Hard Drinks,171.4422,Supermarket Type2
61.9194,NA,Regular,0.164391573,Fruits and Vegetables,62.8194,Grocery Store
3681.874,7.035,Low Fat,0.02189371,Frozen Foods,262.791,Supermarket Type1
2802.3522,7.93,Low Fat,0,Frozen Foods,121.8414,Supermarket Type1
649.155,15.5,Low Fat,0,Soft Drinks,41.377,Supermarket Type1
1078.596,NA,reg,0.067624438,Dairy,120.944,Supermarket Type3
1390.1904,12.35,Regular,0.186236236,Baking Goods,78.7328,Supermarket Type1
2624.5836,NA,Regular,0.047037323,Snack Foods,96.4068,Supermarket Type3
447.4176,NA,Regular,0.099780431,Fruits and Vegetables,225.2088,Grocery Store
2929.52,8.235,Low Fat,0.014488997,Health and Hygiene,183.795,Supermarket Type1
1665.8316,6.675,Low Fat,0.04200648,Snack Foods,92.6462,Supermarket Type1
1571.288,6.55,Regular,0.034575546,Breads,156.5288,Supermarket Type1
1917.504,13.5,Low Fat,0.072965144,Household,160.692,Supermarket Type2
3904.917,6.86,Low Fat,0.036530411,Household,227.801,Supermarket Type1
2316.984,9.8,Regular,0.063946629,Fruits and Vegetables,116.6492,Supermarket Type1
685.1082,14.3,Regular,0.034551415,Baking Goods,98.1726,Supermarket Type2
3705.8428,19.35,Low Fat,0.026329989,Fruits and Vegetables,169.2474,Supermarket Type1
6474.2392,9.3,Low Fat,0.016009057,Dairy,250.6092,Supermarket Type1
150.4708,NA,Low Fat,0.048637888,Baking Goods,149.7708,Grocery Store
3629.9416,4.805,Regular,0.037852995,Dairy,126.2704,Supermarket Type2
6759.2016,NA,Regular,0.015016891,Meat,248.6408,Supermarket Type3
2045.3376,14.5,reg,0.059160135,Fruits and Vegetables,170.7448,Supermarket Type1
4729.8432,15.35,Low Fat,0.096379585,Soft Drinks,196.5768,Supermarket Type1
866.8716,21.1,Low Fat,0.029008944,Household,143.3786,Supermarket Type1
3179.195,NA,Low Fat,0.039078047,Household,128.3678,Supermarket Type3
2149.2024,19.5,Low Fat,0.082536604,Canned,177.2002,Supermarket Type1
4604.6728,6.03,Low Fat,0.0226848,Dairy,178.1028,Supermarket Type1
2581.9724,20.7,Low Fat,0.170152831,Canned,182.6266,Supermarket Type1
2484.7656,16.5,Low Fat,0.073827748,Canned,208.8638,Supermarket Type1
5329.0632,NA,Regular,0.010864186,Snack Foods,185.3608,Supermarket Type3
4141.276,17.1,Regular,0.07436116,Fruits and Vegetables,206.1638,Supermarket Type2
44.6086,NA,Regular,0.168901843,Dairy,43.4086,Grocery Store
2332.9632,5.26,Regular,0.02455854,Breads,95.6068,Supermarket Type1
1118.544,14,Regular,0.041949832,Snack Foods,54.064,Supermarket Type1
1576.6144,7.575,Low Fat,0.055502454,Dairy,196.5768,Supermarket Type1
2910.2118,NA,Low Fat,0.120663214,Canned,95.6778,Supermarket Type3
2852.2872,16.75,Regular,0.00819018,Canned,103.7674,Supermarket Type1
3372.9428,9.3,Regular,0.014098693,Snack Foods,197.7084,Supermarket Type1
1281.665,15.2,Low Fat,0,Meat,256.033,Grocery Store
2127.231,8.6,Low Fat,0.032806066,Health and Hygiene,143.6154,Supermarket Type1
767.0016,18.6,Regular,0.172446822,Meat,47.1376,Supermarket Type1
293.6178,NA,Low Fat,0.024213354,Household,42.4454,Supermarket Type3
1038.648,9.5,Regular,0,Canned,79.596,Supermarket Type1
1581.9408,15,Regular,0.054685839,Canned,60.2904,Supermarket Type1
3444.8492,6.465,Low Fat,0.124758619,Canned,264.1884,Supermarket Type1
1695.1268,18.5,Low Fat,0.02586664,Meat,88.9172,Supermarket Type2
545.2902,6.715,Regular,0.121563385,Baking Goods,43.7454,Supermarket Type1
162.4552,14.15,Low Fat,0.035999599,Soft Drinks,41.5138,Supermarket Type1
6207.9192,NA,Low Fat,0,Hard Drinks,171.7422,Supermarket Type3
97.2068,13.5,Regular,0.21561193,Starchy Foods,98.6068,Grocery Store
675.787,17.6,Regular,0.039381633,Snack Foods,98.041,Supermarket Type2
4532.7664,19.85,Low Fat,0.054331235,Seafood,198.7768,Supermarket Type1
1304.968,NA,Regular,0.056338482,Canned,184.624,Grocery Store
447.4176,7.855,Regular,0.161516894,Baking Goods,37.0848,Supermarket Type1
858.882,NA,Regular,0.184359831,Snack Foods,172.6764,Grocery Store
1134.5232,8.615,Low Fat,0.116484721,Fruits and Vegetables,94.1436,Supermarket Type1
2189.1504,7.405,Low Fat,0.015302764,Canned,89.9146,Supermarket Type1
179.766,NA,Low Fat,0.136417078,Baking Goods,179.766,Grocery Store
3094.6384,18.2,Low Fat,0.058707159,Household,220.5456,Supermarket Type2
982.7208,9.3,Low Fat,0.074753743,Household,246.4802,Grocery Store
1018.0082,NA,Low Fat,0.031251369,Baking Goods,93.3462,Supermarket Type3
1603.9122,21.25,Low Fat,0.024705597,Household,145.1102,Supermarket Type1
2181.1608,8.655,Regular,0.088693595,Snack Foods,122.5756,Supermarket Type1
711.0744,11.8,Low Fat,0.038235337,Health and Hygiene,177.5686,Grocery Store
2996.1,NA,LF,0.048980156,Fruits and Vegetables,148.705,Supermarket Type3
218.3824,NA,Low Fat,0.194874778,Others,110.2912,Grocery Store
3247.7724,16.5,Low Fat,0.036611104,Household,180.9318,Supermarket Type1
6723.2484,12.6,Regular,0,Fruits and Vegetables,248.8092,Supermarket Type1
3448.844,NA,Regular,0.07802465,Snack Foods,171.4422,Supermarket Type3
316.9208,NA,Low Fat,0.157190017,Health and Hygiene,156.8604,Grocery Store
3199.169,NA,Regular,0.022170592,Breads,105.199,Supermarket Type3
3972.8286,15.5,reg,0.156797787,Snack Foods,148.6418,Supermarket Type1
778.986,17.25,Low Fat,0.07325106,Canned,76.4986,Supermarket Type1
3815.034,17.5,Low Fat,0.026289984,Snack Foods,253.7356,Supermarket Type1
1791.6678,16,Regular,0.065328932,Dairy,78.4986,Supermarket Type2
1436.7964,19.5,Low Fat,0.014296484,Household,53.7614,Supermarket Type1
1797.66,9.27,Low Fat,0.062038986,Dairy,148.005,Supermarket Type2
3846.9924,18.25,Low Fat,0.075908374,Snack Foods,213.4218,Supermarket Type1
7084.112,8.395,Low Fat,0.072383777,Hard Drinks,251.504,Supermarket Type1
2085.2856,9.8,Low Fat,0.024363026,Health and Hygiene,114.0492,Supermarket Type1
193.7478,NA,Low Fat,0.066351687,Meat,65.0826,Grocery Store
996.0368,7.27,Regular,0.020823289,Canned,92.4488,Supermarket Type1
3124.5994,17.6,Low Fat,0.041851756,Soft Drinks,162.7526,Supermarket Type1
4377.635,13,Regular,0.045239326,Soft Drinks,174.1054,Supermarket Type1
3567.3564,8.75,Regular,0.074778547,Fruits and Vegetables,186.3556,Supermarket Type1
1048.635,12.15,Low Fat,0.029583249,Household,114.715,Supermarket Type1
2816.334,10.3,Low Fat,0,Health and Hygiene,154.663,Supermarket Type1
524.6504,6.425,Low Fat,0.063432676,Breakfast,132.8626,Supermarket Type2
1178.466,16.6,Low Fat,0.103406065,Fruits and Vegetables,116.4466,Supermarket Type2
120.5098,NA,Low Fat,0.126585095,Frozen Foods,122.4098,Grocery Store
3946.8624,10.65,Low Fat,0.04896208,Others,165.8526,Supermarket Type1
1366.2216,19.6,Low Fat,0.025286583,Health and Hygiene,151.8024,Supermarket Type1
1090.5804,16,Regular,0.106752081,Baking Goods,181.4634,Supermarket Type1
607.2096,8.89,Low Fat,0.005485618,Frozen Foods,99.3016,Supermarket Type1
1304.968,20.25,Regular,0.102932246,Canned,93.212,Supermarket Type1
1565.9616,NA,LF,0.060888514,Household,130.1968,Supermarket Type3
2328.9684,5.175,Regular,0.029662795,Snack Foods,105.26220000000001,Supermarket Type1
1221.0772,4.61,Low Fat,0,Hard Drinks,173.8396,Supermarket Type1
6970.926,NA,Low Fat,0,Fruits and Vegetables,231.9642,Supermarket Type3
777.6544,11.395,Low Fat,0.009918699,Health and Hygiene,49.4034,Supermarket Type2
2950.8256,17.7,Low Fat,0.116520447,Snack Foods,186.0266,Supermarket Type1
3961.51,18,Low Fat,0.015447454,Health and Hygiene,159.2604,Supermarket Type1
309.597,19.7,Regular,0.018098194,Meat,104.599,Supermarket Type2
758.3462,5.925,Regular,0.097012989,Dairy,42.9086,Supermarket Type1
9562.2196,NA,low fat,0.17514326,Fruits and Vegetables,222.3772,Supermarket Type3
1644.526,10.65,Low Fat,0.048785427,Others,163.9526,Supermarket Type1
3901.588,14.8,Low Fat,0.019476708,Health and Hygiene,193.0794,Supermarket Type1
1617.894,15.1,Low Fat,0.076229769,Baking Goods,90.483,Supermarket Type1
711.0744,13.5,Regular,0,Dairy,57.8562,Supermarket Type1
3335.658,16.7,LF,0.022190488,Dairy,113.1886,Supermarket Type1
3265.749,13.35,LF,0,Breads,217.6166,Supermarket Type2
739.038,10.195,Low Fat,0,Snack Foods,147.2076,Grocery Store
2580.6408,15.7,Low Fat,0.05610384,Health and Hygiene,153.5024,Supermarket Type1
181.0976,13.15,Low Fat,0.061381589,Frozen Foods,179.9976,Grocery Store
1597.92,13.15,Low Fat,0.022795611,Fruits and Vegetables,160.192,Supermarket Type1
4656.6052,12.1,Low Fat,0.040323731,Fruits and Vegetables,180.0002,Supermarket Type1
2885.5772,12.8,Low Fat,0.070012633,Starchy Foods,262.8252,Supermarket Type1
2192.4794,NA,Low Fat,0.044591774,Household,59.6562,Supermarket Type3
3880.2824,4.805,Regular,0.037699423,Dairy,125.5704,Supermarket Type1
2024.032,18.75,Low Fat,0.052040915,Health and Hygiene,105.728,Supermarket Type1
3238.4512,7.6,Regular,0.142292265,Starchy Foods,171.3448,Supermarket Type1
4146.6024,9.5,Regular,0.132521929,Frozen Foods,228.6668,Supermarket Type1
2463.46,16.7,Regular,0.061122656,Baking Goods,100.0384,Supermarket Type2
2293.0152,5.26,Regular,0.041942549,Baking Goods,165.4868,Supermarket Type2
3301.7022,15.6,Regular,0.035506142,Snack Foods,112.4518,Supermarket Type1
3914.904,13.65,Regular,0.080573371,Frozen Foods,260.1936,Supermarket Type1
703.0848,12.85,Low Fat,0.121972274,Snack Foods,43.1428,Supermarket Type1
663.1368,12.6,Low Fat,0.087436671999999993,Fruits and Vegetables,109.9228,Supermarket Type1
190.4188,NA,Low Fat,0.136119549,Fruits and Vegetables,94.1094,Grocery Store
830.9184,17.75,Low Fat,0.073396761,Seafood,35.1216,Supermarket Type1
329.571,14.8,Regular,0.073468631,Breads,110.857,Grocery Store
2365.5874,18.25,Low Fat,0.075132353,Snack Foods,125.9046,Supermarket Type1
523.3188,14.65,Low Fat,0.120624771,Household,261.7594,Grocery Store
1094.5752,16.5,Regular,0.110888167,Breakfast,181.6292,Grocery Store
1704.448,18.75,Low Fat,0.052252908,Health and Hygiene,105.728,Supermarket Type2
2237.088,10.5,Low Fat,0.019046089,Soft Drinks,188.424,Supermarket Type1
2609.936,15.35,Low Fat,0.073397129,Soft Drinks,91.912,Supermarket Type1
2182.4924,14.1,Low Fat,0.067011609,Snack Foods,197.1084,Supermarket Type1
719.064,8.27,Low Fat,0.031490111,Health and Hygiene,239.088,Grocery Store
3781.744,12.15,Regular,0.132621594,Fruits and Vegetables,190.1872,Supermarket Type2
1845.5976,NA,LF,0,Breads,87.6856,Supermarket Type3
690.4346,8.895,Low Fat,0.105110692,Dairy,41.1138,Supermarket Type1
1300.3074,14,Regular,0.02976887,Dairy,145.4786,Supermarket Type1
1406.1696,18.2,reg,0.012229464,Fruits and Vegetables,56.8904,Supermarket Type1
857.5504,17.85,Low Fat,0.052176861,Snack Foods,122.8072,Supermarket Type1
2490.092,17.1,Low Fat,0.06725846,Household,115.186,Supermarket Type1
751.0224,9.8,Regular,0.025257508,Meat,248.5408,Grocery Store
1065.28,9.6,Low Fat,0.085085743,Baking Goods,105.128,Supermarket Type1
159.792,13.5,Low Fat,0.12163321,Household,161.692,Grocery Store
4344.345,17.5,Low Fat,0.098102581,Soft Drinks,172.9738,Supermarket Type1
1980.755,NA,Low Fat,0.024047319,Canned,115.515,Supermarket Type3
1794.331,7.945,Low Fat,0.01596609,Snack Foods,163.521,Supermarket Type1
2956.152,NA,Low Fat,0.008792907,Frozen Foods,96.7384,Supermarket Type3
1687.1372,5.765,Low Fat,0.072238195,Frozen Foods,120.0098,Supermarket Type1
7602.1044,14.1,Low Fat,0.08849163,Dairy,231.1668,Supermarket Type1
1659.8394,20.7,Low Fat,0.170500183,Canned,184.1266,Supermarket Type2
167.7816,10.6,LF,0.011134397,Breads,42.8454,Supermarket Type2
2456.802,9.3,Low Fat,0.044730667,Household,245.1802,Supermarket Type1
1347.5792,12.6,Regular,0.04179272,Fruits and Vegetables,122.0072,Supermarket Type1
1557.972,8.6,Regular,0.054484461,Breads,130.131,Supermarket Type1
2001.3948,19.85,Low Fat,0.175849067,Fruits and Vegetables,222.0772,Supermarket Type1
559.272,10.65,Low Fat,0.024069113,Fruits and Vegetables,56.2272,Supermarket Type2
6624.71,9,Low Fat,0.06953231,Health and Hygiene,266.5884,Supermarket Type1
2237.088,10,Low Fat,0.045848263,Frozen Foods,138.518,Supermarket Type1
2731.1116,20.25,Regular,0.076160451,Dairy,196.2794,Supermarket Type1
1300.3074,15.6,Regular,0.099704558,Dairy,63.1194,Supermarket Type1
1657.1762,12.5,Regular,0.073735058,Canned,87.1198,Supermarket Type1
361.5294,4.785,Low Fat,0.0931174,Breads,118.6098,Supermarket Type1
751.0224,6.92,Low Fat,0.038446805,Dairy,63.5852,Supermarket Type1
3555.372,15,Regular,0.078172471,Meat,238.8248,Supermarket Type1
986.7156,8.365,Low Fat,0.071992202,Hard Drinks,38.3506,Supermarket Type1
946.7676,7.785,Regular,0.038210084,Fruits and Vegetables,103.8964,Supermarket Type1
2492.7552,10.8,Low Fat,0.0824812,Dairy,191.6504,Supermarket Type1
